context1,context2,context3,context4,context5,context6,context7,response
" Well, let her just attempt that! He squatted on his picture and did not hand it over", He would sooner spring into Grete’s face,But Grete’s words had immediately made the mother very uneasy," She walked to the side, caught sight of the enormous brown splotch on the flowered wallpaper, and, before she became truly aware that what she was looking at was Gregor, screamed out in a high pitched raw voice ‘Oh God, oh God’ and fell with outstretched arms, as if she was surrendering everything, down onto the couch and lay there motionless"," ‘Gregor, you …,’ cried out his sister with a raised fist and an urgent glare", Since his transformation those were the first words which she had directed right at The Metamorphosis him, She ran into the room next door to bring some spirits or other with which she could revive her mother from her fainting spell, He would sooner spring into Grete’s face
 He would sooner spring into Grete’s face,But Grete’s words had immediately made the mother very uneasy," She walked to the side, caught sight of the enormous brown splotch on the flowered wallpaper, and, before she became truly aware that what she was looking at was Gregor, screamed out in a high pitched raw voice ‘Oh God, oh God’ and fell with outstretched arms, as if she was surrendering everything, down onto the couch and lay there motionless"," ‘Gregor, you …,’ cried out his sister with a raised fist and an urgent glare", Since his transformation those were the first words which she had directed right at The Metamorphosis him, She ran into the room next door to bring some spirits or other with which she could revive her mother from her fainting spell," Gregor wanted to help as well (there was time enough to save the picture), but he was stuck fast on the glass and had to tear himself loose forcefully",But Grete’s words had immediately made the mother very uneasy
But Grete’s words had immediately made the mother very uneasy," She walked to the side, caught sight of the enormous brown splotch on the flowered wallpaper, and, before she became truly aware that what she was looking at was Gregor, screamed out in a high pitched raw voice ‘Oh God, oh God’ and fell with outstretched arms, as if she was surrendering everything, down onto the couch and lay there motionless"," ‘Gregor, you …,’ cried out his sister with a raised fist and an urgent glare", Since his transformation those were the first words which she had directed right at The Metamorphosis him, She ran into the room next door to bring some spirits or other with which she could revive her mother from her fainting spell," Gregor wanted to help as well (there was time enough to save the picture), but he was stuck fast on the glass and had to tear himself loose forcefully"," Then he also scurried into the next room, as if he could give his sister some advice, as in earlier times, but then he had to stand there idly behind her, while she rummaged about among various small bottles"," She walked to the side, caught sight of the enormous brown splotch on the flowered wallpaper, and, before she became truly aware that what she was looking at was Gregor, screamed out in a high pitched raw voice ‘Oh God, oh God’ and fell with outstretched arms, as if she was surrendering everything, down onto the couch and lay there motionless"
" She walked to the side, caught sight of the enormous brown splotch on the flowered wallpaper, and, before she became truly aware that what she was looking at was Gregor, screamed out in a high pitched raw voice ‘Oh God, oh God’ and fell with outstretched arms, as if she was surrendering everything, down onto the couch and lay there motionless"," ‘Gregor, you …,’ cried out his sister with a raised fist and an urgent glare", Since his transformation those were the first words which she had directed right at The Metamorphosis him, She ran into the room next door to bring some spirits or other with which she could revive her mother from her fainting spell," Gregor wanted to help as well (there was time enough to save the picture), but he was stuck fast on the glass and had to tear himself loose forcefully"," Then he also scurried into the next room, as if he could give his sister some advice, as in earlier times, but then he had to stand there idly behind her, while she rummaged about among various small bottles"," Still, she was frightened when she turned around"," ‘Gregor, you …,’ cried out his sister with a raised fist and an urgent glare"
" ‘Gregor, you …,’ cried out his sister with a raised fist and an urgent glare", Since his transformation those were the first words which she had directed right at The Metamorphosis him, She ran into the room next door to bring some spirits or other with which she could revive her mother from her fainting spell," Gregor wanted to help as well (there was time enough to save the picture), but he was stuck fast on the glass and had to tear himself loose forcefully"," Then he also scurried into the next room, as if he could give his sister some advice, as in earlier times, but then he had to stand there idly behind her, while she rummaged about among various small bottles"," Still, she was frightened when she turned around", A bottle fell onto the floor and shattered, Since his transformation those were the first words which she had directed right at The Metamorphosis him
 Since his transformation those were the first words which she had directed right at The Metamorphosis him, She ran into the room next door to bring some spirits or other with which she could revive her mother from her fainting spell," Gregor wanted to help as well (there was time enough to save the picture), but he was stuck fast on the glass and had to tear himself loose forcefully"," Then he also scurried into the next room, as if he could give his sister some advice, as in earlier times, but then he had to stand there idly behind her, while she rummaged about among various small bottles"," Still, she was frightened when she turned around", A bottle fell onto the floor and shattered," A splinter of glass wounded Gregor in the face, some corrosive medicine or other dripped over him", She ran into the room next door to bring some spirits or other with which she could revive her mother from her fainting spell
 She ran into the room next door to bring some spirits or other with which she could revive her mother from her fainting spell," Gregor wanted to help as well (there was time enough to save the picture), but he was stuck fast on the glass and had to tear himself loose forcefully"," Then he also scurried into the next room, as if he could give his sister some advice, as in earlier times, but then he had to stand there idly behind her, while she rummaged about among various small bottles"," Still, she was frightened when she turned around", A bottle fell onto the floor and shattered," A splinter of glass wounded Gregor in the face, some corrosive medicine or other dripped over him"," Now, without lingering any longer, Grete took as many small bottles as she could hold and ran with them into her mother"," Gregor wanted to help as well (there was time enough to save the picture), but he was stuck fast on the glass and had to tear himself loose forcefully"
" Gregor wanted to help as well (there was time enough to save the picture), but he was stuck fast on the glass and had to tear himself loose forcefully"," Then he also scurried into the next room, as if he could give his sister some advice, as in earlier times, but then he had to stand there idly behind her, while she rummaged about among various small bottles"," Still, she was frightened when she turned around", A bottle fell onto the floor and shattered," A splinter of glass wounded Gregor in the face, some corrosive medicine or other dripped over him"," Now, without lingering any longer, Grete took as many small bottles as she could hold and ran with them into her mother", She slammed the door shut with her foot," Then he also scurried into the next room, as if he could give his sister some advice, as in earlier times, but then he had to stand there idly behind her, while she rummaged about among various small bottles"
" Then he also scurried into the next room, as if he could give his sister some advice, as in earlier times, but then he had to stand there idly behind her, while she rummaged about among various small bottles"," Still, she was frightened when she turned around", A bottle fell onto the floor and shattered," A splinter of glass wounded Gregor in the face, some corrosive medicine or other dripped over him"," Now, without lingering any longer, Grete took as many small bottles as she could hold and ran with them into her mother", She slammed the door shut with her foot," Gregor was now shut off from his mother, who was perhaps near death, thanks to him"," Still, she was frightened when she turned around"
" Still, she was frightened when she turned around", A bottle fell onto the floor and shattered," A splinter of glass wounded Gregor in the face, some corrosive medicine or other dripped over him"," Now, without lingering any longer, Grete took as many small bottles as she could hold and ran with them into her mother", She slammed the door shut with her foot," Gregor was now shut off from his mother, who was perhaps near death, thanks to him"," He could not open the door, and he did not want to chase away his sister who had to remain with her mother", A bottle fell onto the floor and shattered
 A bottle fell onto the floor and shattered," A splinter of glass wounded Gregor in the face, some corrosive medicine or other dripped over him"," Now, without lingering any longer, Grete took as many small bottles as she could hold and ran with them into her mother", She slammed the door shut with her foot," Gregor was now shut off from his mother, who was perhaps near death, thanks to him"," He could not open the door, and he did not want to chase away his sister who had to remain with her mother"," At this point he had nothing to do but wait, and overwhelmed with self-reproach and worry, he began to creep and crawl over everything: walls, furniture, and ceiling,"," A splinter of glass wounded Gregor in the face, some corrosive medicine or other dripped over him"
" A splinter of glass wounded Gregor in the face, some corrosive medicine or other dripped over him"," Now, without lingering any longer, Grete took as many small bottles as she could hold and ran with them into her mother", She slammed the door shut with her foot," Gregor was now shut off from his mother, who was perhaps near death, thanks to him"," He could not open the door, and he did not want to chase away his sister who had to remain with her mother"," At this point he had nothing to do but wait, and overwhelmed with self-reproach and worry, he began to creep and crawl over everything: walls, furniture, and ceiling,"," Finally, in his despair, as the entire room started to spin around him, he fell onto the middle of the large table"," Now, without lingering any longer, Grete took as many small bottles as she could hold and ran with them into her mother"
" Now, without lingering any longer, Grete took as many small bottles as she could hold and ran with them into her mother", She slammed the door shut with her foot," Gregor was now shut off from his mother, who was perhaps near death, thanks to him"," He could not open the door, and he did not want to chase away his sister who had to remain with her mother"," At this point he had nothing to do but wait, and overwhelmed with self-reproach and worry, he began to creep and crawl over everything: walls, furniture, and ceiling,"," Finally, in his despair, as the entire room started to spin around him, he fell onto the middle of the large table",A short time elapsed, She slammed the door shut with her foot
 She slammed the door shut with her foot," Gregor was now shut off from his mother, who was perhaps near death, thanks to him"," He could not open the door, and he did not want to chase away his sister who had to remain with her mother"," At this point he had nothing to do but wait, and overwhelmed with self-reproach and worry, he began to creep and crawl over everything: walls, furniture, and ceiling,"," Finally, in his despair, as the entire room started to spin around him, he fell onto the middle of the large table",A short time elapsed, Gregor lay there limply," Gregor was now shut off from his mother, who was perhaps near death, thanks to him"
" Gregor was now shut off from his mother, who was perhaps near death, thanks to him"," He could not open the door, and he did not want to chase away his sister who had to remain with her mother"," At this point he had nothing to do but wait, and overwhelmed with self-reproach and worry, he began to creep and crawl over everything: walls, furniture, and ceiling,"," Finally, in his despair, as the entire room started to spin around him, he fell onto the middle of the large table",A short time elapsed, Gregor lay there limply, All around was still," He could not open the door, and he did not want to chase away his sister who had to remain with her mother"
" He could not open the door, and he did not want to chase away his sister who had to remain with her mother"," At this point he had nothing to do but wait, and overwhelmed with self-reproach and worry, he began to creep and crawl over everything: walls, furniture, and ceiling,"," Finally, in his despair, as the entire room started to spin around him, he fell onto the middle of the large table",A short time elapsed, Gregor lay there limply, All around was still, Perhaps that was a good sign," At this point he had nothing to do but wait, and overwhelmed with self-reproach and worry, he began to creep and crawl over everything: walls, furniture, and ceiling,"
" At this point he had nothing to do but wait, and overwhelmed with self-reproach and worry, he began to creep and crawl over everything: walls, furniture, and ceiling,"," Finally, in his despair, as the entire room started to spin around him, he fell onto the middle of the large table",A short time elapsed, Gregor lay there limply, All around was still, Perhaps that was a good sign, Then there was ring at the door," Finally, in his despair, as the entire room started to spin around him, he fell onto the middle of the large table"
" Finally, in his despair, as the entire room started to spin around him, he fell onto the middle of the large table",A short time elapsed, Gregor lay there limply, All around was still, Perhaps that was a good sign, Then there was ring at the door," The servant girl was naturally shut up in her kitchen, and Grete must therefore go to open the door",A short time elapsed
A short time elapsed, Gregor lay there limply, All around was still, Perhaps that was a good sign, Then there was ring at the door," The servant girl was naturally shut up in her kitchen, and Grete must therefore go to open the door", The father had arrived, Gregor lay there limply
 Gregor lay there limply, All around was still, Perhaps that was a good sign, Then there was ring at the door," The servant girl was naturally shut up in her kitchen, and Grete must therefore go to open the door", The father had arrived," ‘What’s happened,’ were his first words", All around was still
 All around was still, Perhaps that was a good sign, Then there was ring at the door," The servant girl was naturally shut up in her kitchen, and Grete must therefore go to open the door", The father had arrived," ‘What’s happened,’ were his first words", Grete’s appearance had told him everything, Perhaps that was a good sign
 Perhaps that was a good sign, Then there was ring at the door," The servant girl was naturally shut up in her kitchen, and Grete must therefore go to open the door", The father had arrived," ‘What’s happened,’ were his first words", Grete’s appearance had told him everything," Grete replied  with a dull voice; evidently she was pressing her face into her father’s chest: ‘Mother fainted, but she’s getting better now", Then there was ring at the door
 Then there was ring at the door," The servant girl was naturally shut up in her kitchen, and Grete must therefore go to open the door", The father had arrived," ‘What’s happened,’ were his first words", Grete’s appearance had told him everything," Grete replied  with a dull voice; evidently she was pressing her face into her father’s chest: ‘Mother fainted, but she’s getting better now", Gregor has broken loose," The servant girl was naturally shut up in her kitchen, and Grete must therefore go to open the door"
" The servant girl was naturally shut up in her kitchen, and Grete must therefore go to open the door", The father had arrived," ‘What’s happened,’ were his first words", Grete’s appearance had told him everything," Grete replied  with a dull voice; evidently she was pressing her face into her father’s chest: ‘Mother fainted, but she’s getting better now", Gregor has broken loose,"’ ‘Yes, I have expected that,’ said his father, ‘I always told you that, but you women don’t want to listen", The father had arrived
 The father had arrived," ‘What’s happened,’ were his first words", Grete’s appearance had told him everything," Grete replied  with a dull voice; evidently she was pressing her face into her father’s chest: ‘Mother fainted, but she’s getting better now", Gregor has broken loose,"’ ‘Yes, I have expected that,’ said his father, ‘I always told you that, but you women don’t want to listen",’It was clear to Gregor that his father had badly misunderstood Grete’s short message and was assuming that Gregor had committed some violent crime or other," ‘What’s happened,’ were his first words"
" ‘What’s happened,’ were his first words", Grete’s appearance had told him everything," Grete replied  with a dull voice; evidently she was pressing her face into her father’s chest: ‘Mother fainted, but she’s getting better now", Gregor has broken loose,"’ ‘Yes, I have expected that,’ said his father, ‘I always told you that, but you women don’t want to listen",’It was clear to Gregor that his father had badly misunderstood Grete’s short message and was assuming that Gregor had committed some violent crime or other," Thus, Gregor now had to find his father to calm him down, for he had neither the time nor the opportunity to clarify things for him", Grete’s appearance had told him everything
 Grete’s appearance had told him everything," Grete replied  with a dull voice; evidently she was pressing her face into her father’s chest: ‘Mother fainted, but she’s getting better now", Gregor has broken loose,"’ ‘Yes, I have expected that,’ said his father, ‘I always told you that, but you women don’t want to listen",’It was clear to Gregor that his father had badly misunderstood Grete’s short message and was assuming that Gregor had committed some violent crime or other," Thus, Gregor now had to find his father to calm him down, for he had neither the time nor the opportunity to clarify things for him"," And so he rushed away to the door of his room and pushed himself against it, so that his father could see right away as he entered from the hall that Gregor fully intended to return at once to his room, that it was not necessary to drive him back, but that one only needed to open the door and he would disappear immediately"," Grete replied  with a dull voice; evidently she was pressing her face into her father’s chest: ‘Mother fainted, but she’s getting better now"
" Grete replied  with a dull voice; evidently she was pressing her face into her father’s chest: ‘Mother fainted, but she’s getting better now", Gregor has broken loose,"’ ‘Yes, I have expected that,’ said his father, ‘I always told you that, but you women don’t want to listen",’It was clear to Gregor that his father had badly misunderstood Grete’s short message and was assuming that Gregor had committed some violent crime or other," Thus, Gregor now had to find his father to calm him down, for he had neither the time nor the opportunity to clarify things for him"," And so he rushed away to the door of his room and pushed himself against it, so that his father could see right away as he entered from the hall that Gregor fully intended to return at once to his room, that it was not necessary to drive him back, but that one only needed to open the door and he would disappear immediately",But his father was not in the mood to observe such niceties, Gregor has broken loose
 Gregor has broken loose,"’ ‘Yes, I have expected that,’ said his father, ‘I always told you that, but you women don’t want to listen",’It was clear to Gregor that his father had badly misunderstood Grete’s short message and was assuming that Gregor had committed some violent crime or other," Thus, Gregor now had to find his father to calm him down, for he had neither the time nor the opportunity to clarify things for him"," And so he rushed away to the door of his room and pushed himself against it, so that his father could see right away as he entered from the hall that Gregor fully intended to return at once to his room, that it was not necessary to drive him back, but that one only needed to open the door and he would disappear immediately",But his father was not in the mood to observe such niceties," ‘Ah,’ he yelled as soon as he entered, with a tone as if he were all at once angry and pleased","’ ‘Yes, I have expected that,’ said his father, ‘I always told you that, but you women don’t want to listen"
"’ ‘Yes, I have expected that,’ said his father, ‘I always told you that, but you women don’t want to listen",’It was clear to Gregor that his father had badly misunderstood Grete’s short message and was assuming that Gregor had committed some violent crime or other," Thus, Gregor now had to find his father to calm him down, for he had neither the time nor the opportunity to clarify things for him"," And so he rushed away to the door of his room and pushed himself against it, so that his father could see right away as he entered from the hall that Gregor fully intended to return at once to his room, that it was not necessary to drive him back, but that one only needed to open the door and he would disappear immediately",But his father was not in the mood to observe such niceties," ‘Ah,’ he yelled as soon as he entered, with a tone as if he were all at once angry and pleased", Gregor pulled his head back from the door and raised it in the direction of his father,’It was clear to Gregor that his father had badly misunderstood Grete’s short message and was assuming that Gregor had committed some violent crime or other
’It was clear to Gregor that his father had badly misunderstood Grete’s short message and was assuming that Gregor had committed some violent crime or other," Thus, Gregor now had to find his father to calm him down, for he had neither the time nor the opportunity to clarify things for him"," And so he rushed away to the door of his room and pushed himself against it, so that his father could see right away as he entered from the hall that Gregor fully intended to return at once to his room, that it was not necessary to drive him back, but that one only needed to open the door and he would disappear immediately",But his father was not in the mood to observe such niceties," ‘Ah,’ he yelled as soon as he entered, with a tone as if he were all at once angry and pleased", Gregor pulled his head back from the door and raised it in the direction of his father, He had not really pictured his father as he now stood there," Thus, Gregor now had to find his father to calm him down, for he had neither the time nor the opportunity to clarify things for him"
" Thus, Gregor now had to find his father to calm him down, for he had neither the time nor the opportunity to clarify things for him"," And so he rushed away to the door of his room and pushed himself against it, so that his father could see right away as he entered from the hall that Gregor fully intended to return at once to his room, that it was not necessary to drive him back, but that one only needed to open the door and he would disappear immediately",But his father was not in the mood to observe such niceties," ‘Ah,’ he yelled as soon as he entered, with a tone as if he were all at once angry and pleased", Gregor pulled his head back from the door and raised it in the direction of his father, He had not really pictured his father as he now stood there," Of course, what with his new style of creeping all around, he had in the past while neglected to pay attention to what was going on in the rest of the apartment, as he had done before, and really should have grasped the fact that he would encounter different conditions"," And so he rushed away to the door of his room and pushed himself against it, so that his father could see right away as he entered from the hall that Gregor fully intended to return at once to his room, that it was not necessary to drive him back, but that one only needed to open the door and he would disappear immediately"
" And so he rushed away to the door of his room and pushed himself against it, so that his father could see right away as he entered from the hall that Gregor fully intended to return at once to his room, that it was not necessary to drive him back, but that one only needed to open the door and he would disappear immediately",But his father was not in the mood to observe such niceties," ‘Ah,’ he yelled as soon as he entered, with a tone as if he were all at once angry and pleased", Gregor pulled his head back from the door and raised it in the direction of his father, He had not really pictured his father as he now stood there," Of course, what with his new style of creeping all around, he had in the past while neglected to pay attention to what was going on in the rest of the apartment, as he had done before, and really should have grasped the fact that he would encounter different conditions"," Nevertheless, nevertheless, was that still his father? Was that the same man who had lain exhausted and buried in bed in earlier days when Gregor was setting out on a business trip, who had reThe Metamorphosis 0ceived him on the evenings of his return in a sleeping gown and arm chair, totally incapable of standing up, who had only lifted his arm as a sign of happiness, and who in their rare strolls together a few Sundays a year and on the important holidays made his way slowly forwards between Gregor and his mother (who themselves moved slowly), always a bit more slowly than them, bundled up in his old coat, all the time setting down his walking stick carefully, and who, when he had wanted to say something, almost always stood still and gathered his entourage around him?But now he was standing up really straight, dressed in a tight fitting blue uniform with gold buttons, like the ones servants wear in a banking company",But his father was not in the mood to observe such niceties
But his father was not in the mood to observe such niceties," ‘Ah,’ he yelled as soon as he entered, with a tone as if he were all at once angry and pleased", Gregor pulled his head back from the door and raised it in the direction of his father, He had not really pictured his father as he now stood there," Of course, what with his new style of creeping all around, he had in the past while neglected to pay attention to what was going on in the rest of the apartment, as he had done before, and really should have grasped the fact that he would encounter different conditions"," Nevertheless, nevertheless, was that still his father? Was that the same man who had lain exhausted and buried in bed in earlier days when Gregor was setting out on a business trip, who had reThe Metamorphosis 0ceived him on the evenings of his return in a sleeping gown and arm chair, totally incapable of standing up, who had only lifted his arm as a sign of happiness, and who in their rare strolls together a few Sundays a year and on the important holidays made his way slowly forwards between Gregor and his mother (who themselves moved slowly), always a bit more slowly than them, bundled up in his old coat, all the time setting down his walking stick carefully, and who, when he had wanted to say something, almost always stood still and gathered his entourage around him?But now he was standing up really straight, dressed in a tight fitting blue uniform with gold buttons, like the ones servants wear in a banking company"," Above the high stiff  collar of his jacket his firm double chin stuck out prominently, beneath his bushy eyebrows the glance of his black eyes was freshly penetrating and alert, his otherwise disheveled white hair was combed down into a carefully exact shining part"," ‘Ah,’ he yelled as soon as he entered, with a tone as if he were all at once angry and pleased"
" ‘Ah,’ he yelled as soon as he entered, with a tone as if he were all at once angry and pleased", Gregor pulled his head back from the door and raised it in the direction of his father, He had not really pictured his father as he now stood there," Of course, what with his new style of creeping all around, he had in the past while neglected to pay attention to what was going on in the rest of the apartment, as he had done before, and really should have grasped the fact that he would encounter different conditions"," Nevertheless, nevertheless, was that still his father? Was that the same man who had lain exhausted and buried in bed in earlier days when Gregor was setting out on a business trip, who had reThe Metamorphosis 0ceived him on the evenings of his return in a sleeping gown and arm chair, totally incapable of standing up, who had only lifted his arm as a sign of happiness, and who in their rare strolls together a few Sundays a year and on the important holidays made his way slowly forwards between Gregor and his mother (who themselves moved slowly), always a bit more slowly than them, bundled up in his old coat, all the time setting down his walking stick carefully, and who, when he had wanted to say something, almost always stood still and gathered his entourage around him?But now he was standing up really straight, dressed in a tight fitting blue uniform with gold buttons, like the ones servants wear in a banking company"," Above the high stiff  collar of his jacket his firm double chin stuck out prominently, beneath his bushy eyebrows the glance of his black eyes was freshly penetrating and alert, his otherwise disheveled white hair was combed down into a carefully exact shining part"," He threw his cap, on which a gold monogram (apparently the symbol of the bank) was affixed, in an arc across the entire room onto the sofa and moved, throwing back the edge of the long coat of his uniform, with his hands in his trouser pockets and a grim face, right up to Gregor", Gregor pulled his head back from the door and raised it in the direction of his father
 Gregor pulled his head back from the door and raised it in the direction of his father, He had not really pictured his father as he now stood there," Of course, what with his new style of creeping all around, he had in the past while neglected to pay attention to what was going on in the rest of the apartment, as he had done before, and really should have grasped the fact that he would encounter different conditions"," Nevertheless, nevertheless, was that still his father? Was that the same man who had lain exhausted and buried in bed in earlier days when Gregor was setting out on a business trip, who had reThe Metamorphosis 0ceived him on the evenings of his return in a sleeping gown and arm chair, totally incapable of standing up, who had only lifted his arm as a sign of happiness, and who in their rare strolls together a few Sundays a year and on the important holidays made his way slowly forwards between Gregor and his mother (who themselves moved slowly), always a bit more slowly than them, bundled up in his old coat, all the time setting down his walking stick carefully, and who, when he had wanted to say something, almost always stood still and gathered his entourage around him?But now he was standing up really straight, dressed in a tight fitting blue uniform with gold buttons, like the ones servants wear in a banking company"," Above the high stiff  collar of his jacket his firm double chin stuck out prominently, beneath his bushy eyebrows the glance of his black eyes was freshly penetrating and alert, his otherwise disheveled white hair was combed down into a carefully exact shining part"," He threw his cap, on which a gold monogram (apparently the symbol of the bank) was affixed, in an arc across the entire room onto the sofa and moved, throwing back the edge of the long coat of his uniform, with his hands in his trouser pockets and a grim face, right up to Gregor","He really didn’t know what he had in mind, but he raised his foot uncommonly high anyway, and Gregor was astonished at the gigantic size of his sole of his boot", He had not really pictured his father as he now stood there
 He had not really pictured his father as he now stood there," Of course, what with his new style of creeping all around, he had in the past while neglected to pay attention to what was going on in the rest of the apartment, as he had done before, and really should have grasped the fact that he would encounter different conditions"," Nevertheless, nevertheless, was that still his father? Was that the same man who had lain exhausted and buried in bed in earlier days when Gregor was setting out on a business trip, who had reThe Metamorphosis 0ceived him on the evenings of his return in a sleeping gown and arm chair, totally incapable of standing up, who had only lifted his arm as a sign of happiness, and who in their rare strolls together a few Sundays a year and on the important holidays made his way slowly forwards between Gregor and his mother (who themselves moved slowly), always a bit more slowly than them, bundled up in his old coat, all the time setting down his walking stick carefully, and who, when he had wanted to say something, almost always stood still and gathered his entourage around him?But now he was standing up really straight, dressed in a tight fitting blue uniform with gold buttons, like the ones servants wear in a banking company"," Above the high stiff  collar of his jacket his firm double chin stuck out prominently, beneath his bushy eyebrows the glance of his black eyes was freshly penetrating and alert, his otherwise disheveled white hair was combed down into a carefully exact shining part"," He threw his cap, on which a gold monogram (apparently the symbol of the bank) was affixed, in an arc across the entire room onto the sofa and moved, throwing back the edge of the long coat of his uniform, with his hands in his trouser pockets and a grim face, right up to Gregor","He really didn’t know what he had in mind, but he raised his foot uncommonly high anyway, and Gregor was astonished at the gigantic size of his sole of his boot"," However, he did not linger on that point"," Of course, what with his new style of creeping all around, he had in the past while neglected to pay attention to what was going on in the rest of the apartment, as he had done before, and really should have grasped the fact that he would encounter different conditions"
" Of course, what with his new style of creeping all around, he had in the past while neglected to pay attention to what was going on in the rest of the apartment, as he had done before, and really should have grasped the fact that he would encounter different conditions"," Nevertheless, nevertheless, was that still his father? Was that the same man who had lain exhausted and buried in bed in earlier days when Gregor was setting out on a business trip, who had reThe Metamorphosis 0ceived him on the evenings of his return in a sleeping gown and arm chair, totally incapable of standing up, who had only lifted his arm as a sign of happiness, and who in their rare strolls together a few Sundays a year and on the important holidays made his way slowly forwards between Gregor and his mother (who themselves moved slowly), always a bit more slowly than them, bundled up in his old coat, all the time setting down his walking stick carefully, and who, when he had wanted to say something, almost always stood still and gathered his entourage around him?But now he was standing up really straight, dressed in a tight fitting blue uniform with gold buttons, like the ones servants wear in a banking company"," Above the high stiff  collar of his jacket his firm double chin stuck out prominently, beneath his bushy eyebrows the glance of his black eyes was freshly penetrating and alert, his otherwise disheveled white hair was combed down into a carefully exact shining part"," He threw his cap, on which a gold monogram (apparently the symbol of the bank) was affixed, in an arc across the entire room onto the sofa and moved, throwing back the edge of the long coat of his uniform, with his hands in his trouser pockets and a grim face, right up to Gregor","He really didn’t know what he had in mind, but he raised his foot uncommonly high anyway, and Gregor was astonished at the gigantic size of his sole of his boot"," However, he did not linger on that point", For he knew from the first day of his new life that as far as he was concerned his father considered the greatest force the only appropriate response," Nevertheless, nevertheless, was that still his father? Was that the same man who had lain exhausted and buried in bed in earlier days when Gregor was setting out on a business trip, who had reThe Metamorphosis 0ceived him on the evenings of his return in a sleeping gown and arm chair, totally incapable of standing up, who had only lifted his arm as a sign of happiness, and who in their rare strolls together a few Sundays a year and on the important holidays made his way slowly forwards between Gregor and his mother (who themselves moved slowly), always a bit more slowly than them, bundled up in his old coat, all the time setting down his walking stick carefully, and who, when he had wanted to say something, almost always stood still and gathered his entourage around him?But now he was standing up really straight, dressed in a tight fitting blue uniform with gold buttons, like the ones servants wear in a banking company"
" Nevertheless, nevertheless, was that still his father? Was that the same man who had lain exhausted and buried in bed in earlier days when Gregor was setting out on a business trip, who had reThe Metamorphosis 0ceived him on the evenings of his return in a sleeping gown and arm chair, totally incapable of standing up, who had only lifted his arm as a sign of happiness, and who in their rare strolls together a few Sundays a year and on the important holidays made his way slowly forwards between Gregor and his mother (who themselves moved slowly), always a bit more slowly than them, bundled up in his old coat, all the time setting down his walking stick carefully, and who, when he had wanted to say something, almost always stood still and gathered his entourage around him?But now he was standing up really straight, dressed in a tight fitting blue uniform with gold buttons, like the ones servants wear in a banking company"," Above the high stiff  collar of his jacket his firm double chin stuck out prominently, beneath his bushy eyebrows the glance of his black eyes was freshly penetrating and alert, his otherwise disheveled white hair was combed down into a carefully exact shining part"," He threw his cap, on which a gold monogram (apparently the symbol of the bank) was affixed, in an arc across the entire room onto the sofa and moved, throwing back the edge of the long coat of his uniform, with his hands in his trouser pockets and a grim face, right up to Gregor","He really didn’t know what he had in mind, but he raised his foot uncommonly high anyway, and Gregor was astonished at the gigantic size of his sole of his boot"," However, he did not linger on that point", For he knew from the first day of his new life that as far as he was concerned his father considered the greatest force the only appropriate response," And so he scurried away from his father, stopped when his 1 father remained standing, and scampered forward again when his father merely stirred"," Above the high stiff  collar of his jacket his firm double chin stuck out prominently, beneath his bushy eyebrows the glance of his black eyes was freshly penetrating and alert, his otherwise disheveled white hair was combed down into a carefully exact shining part"
" Above the high stiff  collar of his jacket his firm double chin stuck out prominently, beneath his bushy eyebrows the glance of his black eyes was freshly penetrating and alert, his otherwise disheveled white hair was combed down into a carefully exact shining part"," He threw his cap, on which a gold monogram (apparently the symbol of the bank) was affixed, in an arc across the entire room onto the sofa and moved, throwing back the edge of the long coat of his uniform, with his hands in his trouser pockets and a grim face, right up to Gregor","He really didn’t know what he had in mind, but he raised his foot uncommonly high anyway, and Gregor was astonished at the gigantic size of his sole of his boot"," However, he did not linger on that point", For he knew from the first day of his new life that as far as he was concerned his father considered the greatest force the only appropriate response," And so he scurried away from his father, stopped when his 1 father remained standing, and scampered forward again when his father merely stirred"," In this way they made their way around the room repeatedly, without anything decisive taking place; indeed because of the slow pace it didn’t look like a chase"," He threw his cap, on which a gold monogram (apparently the symbol of the bank) was affixed, in an arc across the entire room onto the sofa and moved, throwing back the edge of the long coat of his uniform, with his hands in his trouser pockets and a grim face, right up to Gregor"
" He threw his cap, on which a gold monogram (apparently the symbol of the bank) was affixed, in an arc across the entire room onto the sofa and moved, throwing back the edge of the long coat of his uniform, with his hands in his trouser pockets and a grim face, right up to Gregor","He really didn’t know what he had in mind, but he raised his foot uncommonly high anyway, and Gregor was astonished at the gigantic size of his sole of his boot"," However, he did not linger on that point", For he knew from the first day of his new life that as far as he was concerned his father considered the greatest force the only appropriate response," And so he scurried away from his father, stopped when his 1 father remained standing, and scampered forward again when his father merely stirred"," In this way they made their way around the room repeatedly, without anything decisive taking place; indeed because of the slow pace it didn’t look like a chase"," Gregor remained on the floor for the time being, especially as he was afraid that his father could take a flight up onto the wall or the ceiling as an act of real malice","He really didn’t know what he had in mind, but he raised his foot uncommonly high anyway, and Gregor was astonished at the gigantic size of his sole of his boot"
